status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
390581294464059_695914793930706,"Tak kurang dari 5.400 warga negara Indonesia datang dan bertemu saya di acara bertajuk ‘Temu Kangen Presiden RI dan Ibu Negara’ di Hong Kong, semalam. Saya berkeliling, bersalaman dan berfoto bersama mereka, tapi tak semuanya bisa saya jangkau.  

Beberapa di antaranya sempat berbicara langsung di atas panggung. Beragam masukan disampaikan, mulai dari apresiasi atas kinerja rumah sakit di Kulonprogo, keluhan petani Indramayu yang harus menyewa lahan milik pemerintah, hingga mahalnya harga daging, gula dan telur menjelang lebaran. Ada juga yang melapor bahwa Kartu Tenaga Kerja Luar Negeri yang sudah dihapus ternyata masih digunakan untuk mempersulit saudara-saudara kita.

Saya mohon maaf jika kejadian-kejadian seperti itu masih terjadi. Memang ada yang masih belum bisa dikendalikan, tapi akan terus kita perbaiki, kita benahi. Saya sudah mencatat alamat keluhan anak petani tersebut, juga meminta tolong kepada mereka, jika masih ada oknum yang mempersulit pekerja atau apapun itu, segera laporkan. 

Terima kasih atas masukan-masukan ini. Semuanya menjadi catatan buat pemerintah.

Foto : Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/695914793930706/?type=3,2017-05-01 06:21:50,37403,2612,1818
390581294464059_695805220608330,Mari maju bersama ...,Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/695805220608330/?type=3,2017-04-30 23:41:48,51643,2597,3830
390581294464059_695383273983858,"Saat ini jumlah pekerja migran ASEAN tercatat sekitar 6,8 juta orang. Dengan remittance sebesar USD58 milyar tahun 2015, kontribusi mereka nyata bagi perekonomian ASEAN. Namun tidak sedikit dari mereka mengalami perlakuan tidak manusiawi, menjadi korban dari Tindak Pidana Perdagangan Orang dan hak-haknya tidak dihormati.

Karena itulah, dalam pertemuan Pemimpin ASEAN dengan delegasi ASEAN Inter-Parliamentary Assembly (AIPA) di Manila, Sabtu sore kemarin, saya mengingatkan bahwa upaya ASEAN untuk memberikan perlindungan terhadap buruh migran menjadi sangat penting artinya.

Saya berharap dokumen perlindungan buruh migran dapat disepakati pada tahun ini. Untuk membuktikan “we do care”.

Foto : Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/695383273983858/?type=3,2017-04-30 04:00:52,16191,745,672
390581294464059_695373907318128,"Inilah dunia yang kita hadapi saat ini: kita menyaksikan beberapa kejadian mengkhawatirkan dan berada dalam sebuah ketidakpastian. Untuk itulah, di arena KTT ASEAN ke-30 di Manila, kemarin, saya mengajak komunitas ASEAN untuk hidup dan membawa perubahan.

Saya memaparkan kondisi terkini yang terjadi di kawasan. Misalnya, mulai maraknya kegiatan lintas batas seperti perompakan, radikalisme dan terorisme, IUU Fishing, dan kejahatan narkoba. Saya meminta para pemimpin negara ASEAN bersama-sama menyelesaikan persoalan tersebut. Jangan sampai kita terlambat.

Saya ulangi, jangan sampai kita terlambat.

Foto : Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/695373907318128/?type=3,2017-04-29 23:58:05,35169,1757,1186
390581294464059_694946037360915,"Sebelum bertolak ke acara KTT ASEAN ke-30 di Manila, pagi tadi, saya bertemu dengan State Counsellor Myanmar, Daw Aung San Suu Kyi (Daw Suu).

Pertemuan yang singkat, hanya 30 menit, tapi kami berbicara tentang soal yang penting di antara kedua negara. Salah satunya tentang Rakhine State yang juga jadi perhatian di tanah air.

Intinya adalah agar Rakhine State ini bisa berkembang menjadi sebuah wilayah yang maju secara inklusif, yang tidak terjadi diskriminasi, dan sebagainya. Program-programnya yang kita tawarkan adalah program untuk kesehatan, untuk pendidikan, untuk livehood program, dan lain-lain.

Daw Suu sempat membicarakan seputar pembangunan rumah sakit di Rakhine. Katanya, masalah perizinan telah selesai sehingga konstruksi dapat dimulai sesegera mungkin.

Foto : Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/694946037360915/?type=3,2017-04-29 04:00:51,24990,1092,865
390581294464059_694737347381784,"Udara yang cerah, hamparan karpet merah dan jajar kehormatan di tarmac, menyambut kedatangan saya dan Ibu Negara di Bandar Udara Col. Jesus Villamor Manila, Filipina, kemarin. Begitu juga di Istana Malacanang bersama Presiden Rodrigo Roa Duterte.

Hari Minggu besok, kami berdua akan meresmikan pembukaan jalur pelayaran Ro-Ro di Davao/General Santos ke Bitung, Sulawesi Utara. Ini  bagian penting perwujudan konektivitas ASEAN.

Selain itu, juga ada penandatanganan kesepakatan kerja sama dalam bidang pertanian. Sebagai negara bertetangga, Indonesia dan Filipina juga sepakat meningkatkan kerja sama di sektor-sektor politik dan keamanan, ekonomi, keamanan maritim, dan hubungan antara warga negara.

Oh ya, dalam upaya memerangi kejahatan lintas batas dan terorisme, kedua negara sepakat  menyelenggarakan Joint Working Group on Counter Terorism pada tahun ini. Kami sepakat untuk memperpanjang MoU Kerja Sama Pemberantasan Terorisme Tahun 2014 serta memperkuat kerja sama informasi intelijen.

Foto : Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/694737347381784/?type=3,2017-04-28 22:00:04,40596,1742,1705
390581294464059_694561000732752,"Punya rumah sendiri bukanlah sekadar mimpi bagi para pekerja dan buruh. Untuk merekalah pemerintah hadir, mendorong dan membangun hunian terjangkau. Salah satunya yang kemarin saya datangi, adalah pembangunan rumah susun sederhana milik (Rusunami) untuk masyarakat berpenghasilan rendah di Urbantown-Loftvilles Serpong, Kota Tangerang Selatan, Banten.

Ada sembilan ribu unit Rusunami, enam ribu unit di antaranya disediakan oleh pemerintah untuk para buruh dan pekerja. Harganya sangat terjangkau, Rp293 juta. Uang muka satu persen atau Rp2,9 juta dan cicilan Rp1,2 juta per bulan. Saya kira pekerja dan buruh mampu membelinya.

Bagaimana gambaran unit Rusunami dengan harga itu? Sangat bagus. Tipe 30 dan terdiri atas dua kamar, juga ada ruang makan dan ruang tengah.

Saya berharap unit-unit tersebut dapat dimiliki oleh mereka yang benar-benar membutuhkan. Untuk itulah kita bekerja sama dengan pimpinan-pimpinan serikat pekerja dan buruh untuk memastikan penghuninya adalah pekerja dan buruh berpenghasilan rendah.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/694561000732752/?type=3,2017-04-28 01:22:46,35836,3455,5385
390581294464059_694164257439093,"Masa depan Indonesia akan ada di industri kerajinan dan industri kreatif. Kita punya berbagai bentuk kerajinan tangan dengan kualitas internasional, film, musik, aplikasi digital dan lain-lain.

Saya punya pengalaman sebagai pengrajin dan pengusaha. Tantangan pengusaha industri kreatif yang utama adalah promosi dan pemasaran. Banyak calon pembeli tak tahu produk-produk kreatif yang dicarinya berada di Indonesia.

Nah, itulah tujuan International Handicraft Trade Fair (Inacraft) yang saya buka kemarin di Jakarta Convention Center. Inacraft adalah tempat yang paling baik untuk berpromosi. Penjual dan produsen bisa berhubungan langsung dengan pembeli dari pasar internasional.",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/694164257439093/?type=3,2017-04-27 04:08:47,34167,1103,1232
390581294464059_694028120786040,"Ada beberapa kebiasaan kita yang hendaknya harus segera diubah. Ini saya sampaikan dalam Musyawarah Perencanaan Pembangunan Nasional tahun 2017 di Jakarta, kemarin.

Pertama, sudah bertahun-tahun perencanaan kita tidak pernah fokus dan tidak memiliki prioritas yang jelas. Pemerintahan pusat hingga ke daerah cenderung berlomba-lomba untuk memperbanyak program yang akhirnya mempersulit diri sendiri, dan sering kali menjadi terbengkalai.

Kedua, kurangnya konsolidasi yang baik antara pemerintah pusat dan daerah. Ada waduk tapi tidak ada irigasinya bertahun-tahun. Ada pelabuhan, tapi tidak ada jalan. Artinya tidak terkonsolidasikan dengan baik. Tidak terintegrasi antara pusat, provinsi, kabupaten, dan kota. Berarti orientasinya hanya proyek.

Semua ini harus kita ubah.

Perubahan yang semakin cepat itu mengharuskan kita untuk turut bergerak cepat.

Di luar sana orang sudah berpikir jauh. Coba lihat Elon Musk, dia berpikir mengenai kendaraan supercepat hyperloop, Tesla, dan SpaceX. Mereka sudah berpikir ke mana-mana, ke arah masa depan yang fantastik.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/694028120786040/?type=3,2017-04-26 21:07:12,29491,2264,3464
390581294464059_693717810817071,"Memperingati Isra Mi'raj Nabi Besar Muhammad SAW bersama para kiai dan santri sungguh membahagiakan saya. Seperti kemarin, ketika saya hadir di Pondok Pesantren Al-Hikamussalafiyyah Cipulus, Purwakarta.

Insya Allah, kita tunjukkan kepada dunia bahwa Islam adalah agama yang cinta damai, agama yang rahmatan lil alamin.",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/693717810817071/?type=3,2017-04-26 04:44:26,59463,2187,2588
390581294464059_693586994163486,"Saya hadir di media sosial karena saya ingin masyarakat Indonesia mengetahui dan ambil bagian dalam segala kebijakan pemerintah. Bahkan belakangan ini saya juga menggunakan video blog (vlog). Itu untuk menjangkau anak-anak muda.

Vlog-vlog itu seringkali lahir secara spontan. Misalnya, waktu ke waduk Sei Gong di Batam, akhir Maret lalu. Kok pekerjanya banyak sekali? Saya tanya dari mana asal mereka, ada yang dari Medan, Tanjung Pinang, Balikpapan, Makassar, NTT, macam-macam. Saat itu juga saya buat vlognya 😀

Saya ingin menunjukkan bahwa yang bekerja di situ berasal dari Sabang sampai Merauke, dan setiap proyek pasti akan membuka lapangan pekerjaan baru.

Pemerintah memerlukan saluran tersendiri agar lebih leluasa berkomunikasi dengan masyarakat, terutama generasi muda.",,video,https://www.facebook.com/Jokowi/videos/693586994163486/,2017-04-25 21:00:00,30200,1971,2041
390581294464059_693302854191900,"Untuk setiap peningkatan investasi, masyarakatlah yang diuntungkan. Seperti PT Mitsubishi Motors Krama Yudha Indonesia yang membangun pabrik baru di kawasan Bekasi, Jawa Barat dan saya resmikan tadi pagi. Pabrik baru ini membuka tiga ribu lapangan kerja.

Sekali lagi, tiga ribu lapangan kerja!

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/693302854191900/?type=3,2017-04-25 04:36:46,35079,2062,2343
390581294464059_692846824237503,"Akhir pekan kemarin, saya mengantar cucu untuk memotong rambut. Coba perhatikan: potongan rambutnya tidak kalah dengan ayahnya..",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/692846824237503/?type=3,2017-04-24 03:32:10,83963,2950,1708
390581294464059_692767840912068,Selamat mengawali pekan dengan tetap berkarya...,Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/692767840912068/?type=3,2017-04-23 22:19:44,118950,6939,26644
390581294464059_692416227613896,"Di Alun-alun Kabupaten Boyolali, kemarin, saya membagikan 10.055 sertifikat kepada masyarakat Jawa Tengah. Tak hanya Boyolali, pembagian sertifikat itu juga akan dilaksanakan di seluruh daerah.  Pembagian sertifikat seperti ini terus saya lakukan demi mewujudkan pemerataan ekonomi, memperkecil ketimpangan antara yang kaya dan miskin.

Kepada mereka yang mendapat sertifikat, saya titip pesan agar sertifikat tersebut dapat menjadi modal ekonomi yang produktif untuk meningkatkan kesejahteraan mereka.

Saya juga mengingatkan agar masyarakat menjaga dan menyimpan sertifikat yang telah diberikan. Sertifikat ini bisa dipakai sebagai jaminan ke Bank, tapi hanya untuk hal-hal yang produktif.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/692416227613896/?type=3,2017-04-23 04:29:17,27931,1920,1384
390581294464059_691824381006414,"Anak muda dengan beskap dan blangkon ini melonjak gembira di depan Ibu Negara Iriana Joko Widodo dan Ibu Mufidah Jusuf Kalla di panggung tengah GOR Manahan Solo, kemarin. Ia baru saja menjawab pertanyaan berhadiah sepeda.

Saya bersama Ibu Negara hadir di gedung olahraga itu untuk menegaskan tentang bahaya narkoba, pornografi dan kekerasan pada anak.

Saya meminta masyarakat bergerak dan anak-anak menjadi duta-duta antinarkoba. Mari memagari diri sendiri, keluarga, teman sekolah, di kampung, di kota, supaya kita semua terhindar dari narkoba. Semua harus bersama bergerak, tidak mungkin pemerintah hanya sendiri.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/691824381006414/?type=3,2017-04-21 21:58:26,33982,1262,948
390581294464059_691470441041808,"Mereka yang sering datang ke Solo, tentu mengenal Pasar Klewer. Ini ikon Kota Solo. Pasar ini punya tempat yang khusus di hati saya. 

Setelah terbakar tahun 2014, hari ini, Jumat 21 April 2017, Pasar Klewer saya nyatakan dibuka kembali. Ada 1.713 kios dan pelataran yang bisa menampung lebih dari seribu pedagang. Kepada para pedagang dan pengelola saya menitipkan harapan agar pasar ini kita rawat, kita jaga, agar tetap bersih. Pasar tradisional tidak boleh kalah dengan mal-mal besar.

Revitalisasi yang dilakukan terhadap Pasar Klewer juga akan dilakukan di pasar-pasar tradisional lainnya. Tak hanya yang berada di Pulau Jawa, tapi juga pulau-pulau lainnya yang selama ini mungkin kurang mendapatkan perhatian.",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/691470441041808/?type=3,2017-04-21 05:00:09,34686,1153,1380
390581294464059_691307527724766,"Hari ini kita memperingati kelahiran Raden Ajeng Kartini, pelopor kesetaraan gender dan sekaligus pendobrak gerakan intelektual modern Indonesia. Perjuangan Kartini adalah perjuangan untuk pencerahan dan kebebasan melalui pendidikan. 

113 tahun sejak kepergian Kartini, semangat sang pahlawan tetap menjadi inspirasi bagi kita. Kelahirannya diperingati setiap tahun, cita-citanya tetap menjadi menjadi acuan, namanya senantiasa mengilhami langkah kita semua mengejar kemajuan.",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/691307527724766/?type=3,2017-04-20 21:30:17,26585,5123,1445
390581294464059_691028017752717,"Stabilitas politik, stabilitas ekonomi, dan kepemimpinan menjadi rujukan kenapa banyak presiden, perdana menteri, raja, berkunjung ke Indonesia. Kepala negara dari Arab Saudi, Perancis, Afrika Selatan, Afghanistan, Australia, dan lain-lain sudah datang ke sini.

Hari ini, giliran Wakil Presiden Amerika Serikat Michael Richard Pence yang bertandang ke Istana Kepresidenan di Jakarta.

Kami membahas sejumlah isu bilateral maupun internasional. Bulan depan akan ada tim yang akan membahas pengaturan investasi dan perdagangan bilateral antara kedua negara berdasarkan prinsip win win solution.

Sebagai negara muslim terbesar di dunia dan sebagai negara demokrasi terbesar ketiga di dunia, kita juga sepakat untuk menguatkan kerja sama di bidang perdamaian.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/691028017752717/?type=3,2017-04-20 08:11:58,43935,2405,1685
390581294464059_690864644435721,"Konferensi Asia-Afrika sudah berlalu 62 tahun, tapi semangat keberagaman dan perdamaian yang ditunjukkannya tetap digelorakan. Hari Selasa lalu, utusan-utusan dari negara peserta KAA 1955 merayakannya dengan cara yang sama seperti saat itu, delegasi setiap negara memakai baju nasional beraneka corak dan warna.

Semua itu menunjukkan bahwa perbedaan latar belakang budaya, warna kulit, dan agama tidak menghalangi kita untuk bersatu.

Bangsa Indonesia patut bersyukur karena mengelola keberagaman sudah menjadi kodrat bangsa sejak dahulu kala.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/690864644435721/?type=3,2017-04-20 00:08:53,17928,587,629
390581294464059_690343767821142,"Saya dan Ibu Negara telah menunaikan hak kami sebagai pemilih dalam Pilkada DKI putaran kedua di TPS IV Kelurahan Gambir, Jakarta Pusat.

Kita semua adalah bersaudara. Apapun hasilnya, siapapun yang terpilih, harus kita terima dengan lapang dada.",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/690343767821142/?type=3,2017-04-19 01:07:50,46977,2315,1176
390581294464059_689924214529764,"Hari Rabu 19 April besok, warga DKI Jakarta akan menyambut datangnya pesta demokrasi. Saya mengajak seluruh warga yang mempunyai hak untuk memilih, gunakan hak pilih itu tanpa ragu!

Insya Allah, proses demokrasi di DKI ini akan berjalan dengan lancar, bersih, tertib, dan menghasilkan pemimpin yang betul-betul pilihan rakyat. Siapapun pilihan warga DKI, itu adalah yang terbaik untuk Jakarta.

Saya sudah memerintahkan kepada seluruh aparat negara, TNI, Polri, untuk menjamin kelancaran dan keamanan pelaksanaan pemilihan gubernur dan wakil gubernur di Jakarta. Semua warga harus dapat melaksanakan haknya tanpa gangguan dan tanpa intimidasi dari pihak mana pun.

Foto: Biro Pers Setpres",Timeline Photos,photo,https://www.facebook.com/Jokowi/photos/a.395824410606414.1073741848.390581294464059/689924214529764/?type=3,2017-04-18 08:09:56,34487,2164,1368
